round,clue_value,daily_double_value,category_group,category,comments,answer,question,air_date
2,1600,0,"History, Culture, Geography, Politics",THE NATIONAL PAST TIME,,"This country's first empire lasted from 1822 to 1823, with Agustin de Iturbide as emperor",Mexico,2023-01-04
2,2000,0,"History, Culture, Geography, Politics",THE NATIONAL PAST TIME,,In April 1940 Norway's king & prime minister left Oslo & this leader of the Norwegian Nazis formed his own government,Quisling,2023-01-04
2,400,0,"Pop culture, Arts, Sports",TV THEME SONGS,(Ken: You'll name the series.),"\""It's like you're always stuck in second gear\""",Friends,2023-01-04
2,800,0,"Pop culture, Arts, Sports",TV THEME SONGS,(Ken: You'll name the series.),"\""It's time to play the music, it's time to light the lights\""",The Muppet Show,2023-01-04
2,1200,0,"Pop culture, Arts, Sports",TV THEME SONGS,(Ken: You'll name the series.),"\""California here we come, right back where we started from\""",The O.C.,2023-01-04
2,1600,0,"Pop culture, Arts, Sports",TV THEME SONGS,(Ken: You'll name the series.),"\""You woke up this morning, got yourself a gun\""",The Sopranos,2023-01-04
2,2000,0,"Pop culture, Arts, Sports",TV THEME SONGS,(Ken: You'll name the series.),"\""Somebody said it could be here, we could be roped up, tied up, dead in a year\""",Community,2023-01-04
2,400,0,"Language Arts, Literature, Phrases",THE SILENT TYPE,,"To remain silent is to ""keep"" this palindromic word",mum,2023-01-04
2,800,0,"Language Arts, Literature, Phrases",THE SILENT TYPE,,This name of a Disney dwarf means shy,Bashful,2023-01-04
2,1600,0,"Language Arts, Literature, Phrases",THE SILENT TYPE,,This adjective describing one who uses a bare minimum of words derives from the region where ancient Sparta was,laconic,2023-01-04
2,2000,0,"Language Arts, Literature, Phrases",THE SILENT TYPE,,"If you're specifically reluctant to speak, you might be this word that also begins with ""RE"" & ends with ""NT\""",reticent,2023-01-04
2,400,0,"Math, Science, Health",JUST A LITTLE NUCLEAR PHYSICS,,In 1920 Arthur Eddington correctly predicted that the stars were powered by this then-unknown process,nuclear fusion,2023-01-04
2,800,0,"Math, Science, Health",JUST A LITTLE NUCLEAR PHYSICS,,This particle has a mass slightly greater than the proton but no electric charge,neutron,2023-01-04
2,1200,0,"Math, Science, Health",JUST A LITTLE NUCLEAR PHYSICS,,The hazardous ultra-high-energy rays known by this Greek letter are photons emitted by a decaying nucleus,gamma rays,2023-01-04
2,1600,0,"Math, Science, Health",JUST A LITTLE NUCLEAR PHYSICS,,He was knighted after his 1911 discovery of the nucleus; that's Sir Ernest to you,Rutherford,2023-01-04
2,2000,0,"Math, Science, Health",JUST A LITTLE NUCLEAR PHYSICS,,"Here's your quark menu! Which flavor would you like—up, down, top, bottom, charm or this?",strange,2023-01-04
2,400,0,"History, Culture, Geography, Politics",OH MY GODS!,,"This grain is part of the kanji that makes up the name of Inari, a Japanese god of that grain often portrayed as a bearded old man",rice,2023-01-04
2,800,0,"History, Culture, Geography, Politics",OH MY GODS!,,"The Konark Sun Temple is a representation of one of these vehicles, driven by the Hindu god Surya",a chariot,2023-01-04
2,1200,2000,"History, Culture, Geography, Politics",OH MY GODS!,,This group of early Greek gods includes Hyperion & Phoebe,the Titans,2023-01-04
2,1600,0,"History, Culture, Geography, Politics",OH MY GODS!,,"A magnificent jade head unearthed in 1968 in Belize, is of Kinich Ahau, the sun god of these people",the Mayans,2023-01-04
2,2000,0,"History, Culture, Geography, Politics",OH MY GODS!,,"In the Bible, Elijah led the struggle against worship of this Phoenician god that Ahab followed",Baal,2023-01-04
3,0,0,"History, Culture, Geography, Politics",CONTINENTAL GEOGRAPHY,,"Until a 1903 secession, this country's contiguous territory spanned 2 continents",Colombia,2023-01-04
1,200,0,"History, Culture, Geography, Politics",SO THAT HAPPENED,,79 A.D.: It's Stabiae vs. this volcano—Stabiae takes the L,Vesuvius,2023-01-05
1,400,0,"History, Culture, Geography, Politics",SO THAT HAPPENED,,"July 20, 1969: The world hears, ""Houston"", this ""base here. The Eagle has landed\""",Tranquility,2023-01-05
1,600,0,"History, Culture, Geography, Politics",SO THAT HAPPENED,,"1901: This rebellion in China ends, with a reported 100,000 dead",the Boxer Rebellion,2023-01-05
1,800,0,"History, Culture, Geography, Politics",SO THAT HAPPENED,,"Sept. 11, 1971: Turns out ""We will bury you!"" will apply directly to this ex-leader of the Soviet Union",Khrushchev,2023-01-05
1,1000,0,"History, Culture, Geography, Politics",SO THAT HAPPENED,,"Sept. 2, 1666: He journals about ""a great fire... in the city\""",Samuel Pepys,2023-01-05
1,200,0,"Pop culture, Arts, Sports",BRING IT!,,"You ""bring home"" this meat idiomatically when you earn income, but pick some up for real for our breakfast tomorrow",bacon,2023-01-05
1,400,0,"Pop culture, Arts, Sports",BRING IT!,,"Let's go to the park & bring Bonkers, this dog breed here that can vocalize three different ways—a bark, a yodel-like bay & a howl",a Beagle,2023-01-05
1,600,0,"History, Culture, Geography, Politics",BRING IT!,,"In Exodus 25 the Lord tells him, ""Speak unto the children of Israel, that they bring me an offering\""",Moses,2023-01-05
1,800,0,"Pop culture, Arts, Sports",BRING IT!,,"For our potluck, please bring the chicken dish named for this capital, famed for emitting a stream of butter when you cut into it",Kiev,2023-01-05
1,1000,0,"Pop culture, Arts, Sports",BRING IT!,,"\""The Untouchables"" popularized a new expression for ill-preparedness as Sean Connery talks about bringing ""a knife to"" this",a gunfight,2023-01-05
1,200,0,"History, Culture, Geography, Politics",COLLEGES NAMED AFTER PEOPLE,,"When this Houston U. opened in 1912, its founder was dead via chloroform (his killers having failed with mercury pills)",Rice University,2023-01-05
1,400,0,"History, Culture, Geography, Politics",COLLEGES NAMED AFTER PEOPLE,,"This university was chartered in 1821 after a bequest from Montreal merchant James, not ""Slippin' Jimmy"" of ""Better Call Saul"" fame",McGill (University),2023-01-05
1,600,4000,"History, Culture, Geography, Politics",COLLEGES NAMED AFTER PEOPLE,,This D.C. university is named for the educator who opened a school for deaf students in 1817,Gallaudet,2023-01-05
1,800,0,"History, Culture, Geography, Politics",COLLEGES NAMED AFTER PEOPLE,,"\""Hairy"" last name of Medford, Massachusetts' Charles, benefactor of a university there",Tufts,2023-01-05
1,1000,0,"History, Culture, Geography, Politics",COLLEGES NAMED AFTER PEOPLE,,"In 1927, the year after the woman it's named for had died, this college became officially affiliated with Vassar",Sarah Lawrence,2023-01-05
1,200,0,"Math, Science, Health",NOT CHICKEN FEED,,These leaves are the dietary staple of the koala,eucalyptus leaves,2023-01-05
1,400,0,"Math, Science, Health",NOT CHICKEN FEED,,"Wild these subsist almost entirely on bamboo; in captivity, Mei Xiang also gets fruit, vegetables & special biscuits",pandas,2023-01-05
1,600,0,"Math, Science, Health",NOT CHICKEN FEED,,African this-eating snakes can smell whether a prospective meal is rotten or far along in development; it won't eat either,eggs,2023-01-05
1,800,0,"Math, Science, Health",NOT CHICKEN FEED,,"These ""regal"" butterflies eat nectar, but as caterpillars, they love usually toxic milkweed leaves",monarch butterflies,2023-01-05
1,1000,0,"Math, Science, Health",NOT CHICKEN FEED,,Black-footed these little weasels eat mostly prairie dogs & add insult to injury by taking over their burrows,ferrets,2023-01-05
1,200,0,"History, Culture, Geography, Politics",NATIONALITY RHYMES,,Ground fortification for those fighting for Calais,a French trench,2023-01-05
1,400,0,"History, Culture, Geography, Politics",NATIONALITY RHYMES,,A toad or frog in Tripoli,a Libyan amphibian,2023-01-05
1,600,0,"History, Culture, Geography, Politics",NATIONALITY RHYMES,,A scream in Thessaloniki,a Greek shriek,2023-01-05
1,800,0,"History, Culture, Geography, Politics",NATIONALITY RHYMES,,A nimble Bangkok fellow,a spry Thai,2023-01-05
1,1000,0,"History, Culture, Geography, Politics",NATIONALITY RHYMES,,A group of soldiers in Trieste,an Italian battalion,2023-01-05
1,200,0,"Pop culture, Arts, Sports",CHOOSE YOUR FIGHTER,,"Animated ""Mysteries"" starring this ex-champ include ""House Haunters"" & ""A Mine is a Terrible Thing to Waste\""",Mike Tyson,2023-01-05
1,400,0,"Pop culture, Arts, Sports",CHOOSE YOUR FIGHTER,,"Georges St-Pierre used his signature ""Superman punch"" in a scene against this hero, but mostly worked with Chris Evans' stunt double",Captain America,2023-01-05
1,600,0,"Pop culture, Arts, Sports",CHOOSE YOUR FIGHTER,,"Aka ""Pretty Boy Floyd"", he retired at a perfect 50-0 & enjoys gambling, putting $800,000 on the Broncos over the Jets in 2014",Mayweather,2023-01-05
1,800,0,"Pop culture, Arts, Sports",CHOOSE YOUR FIGHTER,,"\""Founder of Jeet Kune Do"" is on his grave in Seattle's Lake View Cemetery, next to his son Brandon's",Bruce Lee,2023-01-05
1,1000,0,"Pop culture, Arts, Sports",CHOOSE YOUR FIGHTER,,"Trainer Yancey Durham took this man from a Police Athletic League gym to the heavyweight title & gave him his ""Smokin""' nickname",Joe Frazier,2023-01-05
2,400,0,"History, Culture, Geography, Politics",MODERN EGYPT,,"In 2022 this capital got its first walkway beside the Nile, along the route of the Corniche Highway",Cairo,2023-01-05
2,800,0,"History, Culture, Geography, Politics",MODERN EGYPT,,"On March 8, 1957 & on June 5, 1975, Egypt reopened this waterway following international conflicts",the Suez Canal,2023-01-05
2,1200,0,"History, Culture, Geography, Politics",MODERN EGYPT,,"Abu al-Abbas al-Mursi, Alexandria's largest of these buildings, was designed in current form by Italians & inaugurated in 1945",a mosque,2023-01-05
2,1600,0,"History, Culture, Geography, Politics",MODERN EGYPT,,"Under a peace treaty with Israel, this region was returned to Egypt in 1982",the Sinai Peninsula,2023-01-05
2,2000,0,"History, Culture, Geography, Politics",MODERN EGYPT,,"After the tumultuous Arab Spring & an election win by the Muslim Brotherhood, this former general became president in 2014 & still is",President El-Sisi,2023-01-05
2,400,0,"Pop culture, Arts, Sports",THE LIFE OF RILEY,,"This former coach of the Lakers, Heat & Knicks was inducted into the Naismith Hall of Fame in 2008",Pat Riley,2023-01-05
2,800,0,"Pop culture, Arts, Sports",THE LIFE OF RILEY,,Actress Riley Keough's maternal grandparents are Priscilla & this man,Elvis Presley,2023-01-05
2,1200,0,"Pop culture, Arts, Sports",THE LIFE OF RILEY,,The work of op artist Bridget Riley was influenced by studying Georges Seurat & this neo-impressionist style he created,pointillism,2023-01-05
2,1600,4000,"History, Culture, Geography, Politics",THE LIFE OF RILEY,,Congressman Riley Wilson wanted to be governor of Louisiana in 1928 but lost out to this larger-than-life man,(Huey) Long,2023-01-05
2,2000,0,"History, Culture, Geography, Politics",THE LIFE OF RILEY,,"Mortally wounded in action in Vietnam in 1967, Captain Riley Pitts became the first African-American officer to receive this",the Medal of Honor,2023-01-05
2,400,0,"Language Arts, Literature, Phrases",THE DOOMSDAY BOOK,,"The Battle of Yonkers is a zombie win in this Max Brooks novel, but humans, do not despair!",World War Z,2023-01-05
2,800,0,"Language Arts, Literature, Phrases",THE DOOMSDAY BOOK,,"In ""Station"" this, ""of all of them there... that night, the bartender was the one who survived the longest. He died three weeks later\""",Station Eleven,2023-01-05
2,1200,0,"Language Arts, Literature, Phrases",THE DOOMSDAY BOOK,,"The blindfold returns in—& on—""Malorie"", the sequel to this ""avian"" horror novel",Bird Box,2023-01-05
2,1600,0,"Language Arts, Literature, Phrases",THE DOOMSDAY BOOK,,"In the opening of this P.D. James novel, ""The last human being to be born on Earth was killed in a pub brawl\""",The Children of Men,2023-01-05
2,2000,0,"Language Arts, Literature, Phrases",THE DOOMSDAY BOOK,,"This Canadian tells of Snowman, possibly the last human, in her novel ""Oryx and Crake\""",Atwood,2023-01-05
2,400,0,"History, Culture, Geography, Politics",MANY RIVERS TO CROSS,,The Black Hawk Bridge & the Old Vicksburg Bridge are 2 of the many ways to get across this river,the Mississippi,2023-01-05
2,800,0,"History, Culture, Geography, Politics",MANY RIVERS TO CROSS,,"Connecting Rotherhithe & Wapping, the world's first big underwater tunnel was completed in 1843 beneath this river",the Thames,2023-01-05
2,1200,0,"History, Culture, Geography, Politics",MANY RIVERS TO CROSS,,"During the annual Great Migration, herds of wildebeest & zebras cross crocodile-infested rivers in the Masai Mara in this country",Kenya,2023-01-05
2,1600,0,"History, Culture, Geography, Politics",MANY RIVERS TO CROSS,,The Vasco da Gama Bridge was completed in 1998 across this big river in a European capital,the Tagus,2023-01-05
2,2000,3000,"History, Culture, Geography, Politics",MANY RIVERS TO CROSS,,"The former Fiumicino River is officially identified as this fateful ancient crossing site, but some argue for the Pisciatello or Uso",the Rubicon,2023-01-05
2,400,0,"Pop culture, Arts, Sports",TV: WHO PLAYED 'EM?,,"Fonzie on ""Happy Days"" & Gene Cousineau on ""Barry\""",Henry Winkler,2023-01-05
2,800,0,"Pop culture, Arts, Sports",TV: WHO PLAYED 'EM?,,Jack Bauer & President Tom Kirkman,Sutherland,2023-01-05
2,1200,0,"Pop culture, Arts, Sports",TV: WHO PLAYED 'EM?,,Dr. Cristina Yang & Eve Polastri,(Sandra) Oh,2023-01-05
2,1600,0,"Pop culture, Arts, Sports",TV: WHO PLAYED 'EM?,,Stringer Bell & John Luther,Elba,2023-01-05
2,2000,0,"Pop culture, Arts, Sports",TV: WHO PLAYED 'EM?,,"Audra Barkley on ""The Big Valley"" & in the '80s, Krystle Carrington",Linda Evans,2023-01-05
2,400,0,"Language Arts, Literature, Phrases",CLICHES,,"Completes the cliche ""All dressed up..."", suggested as the epitaph for an atheist",and nowhere to go,2023-01-05
2,800,0,"Language Arts, Literature, Phrases",CLICHES,,This simile compares someone who looks not at all tired to a flower with white rays & a yellow disk,fresh as a daisy,2023-01-05
2,1200,0,"Language Arts, Literature, Phrases",CLICHES,,"Samuel Taylor's great-grandniece Mary Elizabeth Coleridge began a poem do this, ""my beating heart\""",Be still,2023-01-05
2,1600,0,"Language Arts, Literature, Phrases",CLICHES,,"Lake Superior State U.'s 2022 overused ""banished words"" include this phrase that follows an embarrassing query really about oneself",asking for a friend,2023-01-05
2,2000,0,"Language Arts, Literature, Phrases",CLICHES,,"To mean an overall picture, instead of ""the view from"" this high, people could say ""from 5.68 miles\""","30,000 feet",2023-01-05
3,0,0,"Pop culture, Arts, Sports",THE MOVIES,,Laurence Olivier & Ernest Borgnine were considered for the lead role & Sergio Leone to direct for this film that turned 50 in 2022,The Godfather,2023-01-05
1,200,0,"History, Culture, Geography, Politics",THE PRESIDENT IMMEDIATELY BEFORE...,,Barack Obama,George W. Bush,2023-01-06
1,400,0,"History, Culture, Geography, Politics",THE PRESIDENT IMMEDIATELY BEFORE...,,Andrew Johnson,Abraham Lincoln,2023-01-06
1,600,0,"History, Culture, Geography, Politics",THE PRESIDENT IMMEDIATELY BEFORE...,,John F. Kennedy,Eisenhower,2023-01-06
1,800,0,"History, Culture, Geography, Politics",THE PRESIDENT IMMEDIATELY BEFORE...,,Andrew Jackson,John Quincy Adams,2023-01-06
1,1000,0,"History, Culture, Geography, Politics",THE PRESIDENT IMMEDIATELY BEFORE...,,Warren Harding,(Woodrow) Wilson,2023-01-06
1,200,0,"History, Culture, Geography, Politics",A TRIP TO THE ISLANDS,,"The ""Big Island"" of the Tierra del Fuego archipelago is shared between Argentina & this country",Chile,2023-01-06
1,400,0,"History, Culture, Geography, Politics",A TRIP TO THE ISLANDS,,The migration of the red crabs is an annual spectacle on this Indian Ocean island named for a holiday,Christmas Island,2023-01-06
1,600,1000,"History, Culture, Geography, Politics",A TRIP TO THE ISLANDS,,"This 2,200-square-mile Canadian island was named for a son of George III",Prince Edward Island,2023-01-06
1,800,0,"History, Culture, Geography, Politics",A TRIP TO THE ISLANDS,,An island called the Phantom Ship rises from the water inside a volcanic caldera in this Oregon national park,Crater Lake,2023-01-06
1,1000,0,"History, Culture, Geography, Politics",A TRIP TO THE ISLANDS,,On this Greek island you can soak up the sun on Elafonisi Beach or tour the ruins of the ancient palace of Knossos,Crete,2023-01-06
1,200,0,"Pop culture, Arts, Sports",THE WHOLE TOOTH,,Oral-B has a nighttime guard that helps you with this problem,grinding (your teeth),2023-01-06
1,400,0,"Pop culture, Arts, Sports",THE WHOLE TOOTH,,"Alice in Wonderland encountered this creature that had ""a great many teeth"", which showed when it grinned",the Cheshire Cat,2023-01-06
1,600,0,"Math, Science, Health",THE WHOLE TOOTH,,"The nutria, or swamp beaver, has orange teeth because this hard layer of their teeth is high in iron",enamel,2023-01-06
1,800,0,"Math, Science, Health",THE WHOLE TOOTH,,Stained or crooked teeth can be treated by bonding a porcelain one of these thin layers to the front of the tooth,veneer,2023-01-06
1,1000,0,"Math, Science, Health",THE WHOLE TOOTH,,"Types of teeth in the adult human mouth include molars, premolars, incisors & these, also called eyeteeth",the canines,2023-01-06
1,200,0,"Pop culture, Arts, Sports",WE'RE ON THE CASE,,"An online video by Samsonite is titled ""What can you fit in a large"" this?",a suitcase,2023-01-06
1,400,0,"Pop culture, Arts, Sports",WE'RE ON THE CASE,,Småstad/uppföra is a line of bookcases from this retailer,IKEA,2023-01-06
1,600,0,"Language Arts, Literature, Phrases",WE'RE ON THE CASE,,"In French, a clever remark you only think of after you've left is esprit de l'escalier, ""wit of"" this structure",a staircase,2023-01-06
1,800,0,"Pop culture, Arts, Sports",WE'RE ON THE CASE,,A standard case of beer contains this many bottles or cans,24,2023-01-06
1,1000,0,"Pop culture, Arts, Sports",WE'RE ON THE CASE,,Majuscule,uppercase (letters),2023-01-06
1,200,0,"Pop culture, Arts, Sports",COLORFUL PEOPLE,,"This alternative rocker from Detroit mispronounced ""Salvation Army"" as a kid, leading to the title ""Seven Nation Army\""",(Jack) White,2023-01-06
1,400,0,"Pop culture, Arts, Sports",COLORFUL PEOPLE,,This great defender & multiple NBA Championship winner has also done a Subway footlong commercial,(Draymond) Green,2023-01-06
1,600,0,"Pop culture, Arts, Sports",COLORFUL PEOPLE,,"This actress appeared with Patrick Swayze in ""Red Dawn"" & ""Dirty Dancing\""",Grey,2023-01-06
1,800,0,"Pop culture, Arts, Sports",COLORFUL PEOPLE,,"This country superstar's hits include ""A Better Man"" & ""Killin' Time\""",Clint Black,2023-01-06
1,1000,0,"Pop culture, Arts, Sports",COLORFUL PEOPLE,,"With her sister Savannah, this actress & onetime love of Jude Law started the fashion line Twenty8Twelve",Sienna Miller,2023-01-06
1,200,0,"Language Arts, Literature, Phrases",LETTER PERFECT,,"Traditionally it ""marks the spot\""",X,2023-01-06
1,400,0,"Pop culture, Arts, Sports",LETTER PERFECT,,"To distinguish himself from the basketball legend, ""Creed"" actor Michael Jordan uses this middle initial",B.,2023-01-06
1,600,0,"Language Arts, Literature, Phrases",LETTER PERFECT,,"The author of ""As I Lay Dying"" added this letter to the family name",U,2023-01-06
1,800,0,"History, Culture, Geography, Politics",LETTER PERFECT,,Chicago's rapid transit system; the South Side section opened in 1892,the L,2023-01-06
1,1000,0,"Math, Science, Health",LETTER PERFECT,,It's the chemical symbol for tungsten,W,2023-01-06
2,400,0,"History, Culture, Geography, Politics",NATIVE AMERICAN SELF-NAMES,,"The Wichita call themselves Kitikiti'sh, meaning this animal's ""eyes"", because of tattoos around their own eyes",a raccoon,2023-01-06
2,800,3000,"History, Culture, Geography, Politics",NATIVE AMERICAN SELF-NAMES,,This large southwestern people call themselves the Diné & named mystery writer Tony Hillerman special friend to the Diné,the Navajo,2023-01-06
2,1200,0,"History, Culture, Geography, Politics",NATIVE AMERICAN SELF-NAMES,,"The Winnebago of this state replaced that name, referring to ""stinking water"", with Ho-Chunk, ""people of the big voice\""",Wisconsin,2023-01-06
2,1600,0,"History, Culture, Geography, Politics",NATIVE AMERICAN SELF-NAMES,,"Ca.'s Gabrielinos got that name after the San Gabriel Arcángel one of these, which their labor built; their self-name is Tongva",a mission,2023-01-06
2,2000,0,"History, Culture, Geography, Politics",NATIVE AMERICAN SELF-NAMES,,"The Cayugas' self-name means ""people of the great swamp"", Cayuga being one of this group of lakes in New York State",the Finger Lakes,2023-01-06
2,400,0,"Language Arts, Literature, Phrases",LEGALLY SPEAKING,,A jury that's unable to reach a verdict is said to be this 4-letter word,hung,2023-01-06
2,800,0,"Language Arts, Literature, Phrases",LEGALLY SPEAKING,,"No prison time, but you will help your fellow man with 100 hours of this, begun as work assignments for traffic offenders in 1966",community service,2023-01-06
2,1200,0,"Language Arts, Literature, Phrases",LEGALLY SPEAKING,,"Rhyming with ""offer"", in criminal law it's an offer of evidence by a defendant that may lead to a reduced sentence",proffer,2023-01-06
2,1600,0,"Math, Science, Health",LEGALLY SPEAKING,,"Misdiagnosis, bad prescribing & childbirth errors are 3 of the most common claims of this alliterative wrongful act",medical malpractice,2023-01-06
2,2000,0,"Language Arts, Literature, Phrases",LEGALLY SPEAKING,,"A right of way is a type of this, which generally means an acquired right to use another person's land for a special purpose",an easement,2023-01-06
2,400,0,"Pop culture, Arts, Sports",RECORD OF THE YEAR GRAMMYS,,"For 1998: This love theme from ""Titanic\""","\""My Heart Will Go On\""",2023-01-06
2,800,0,"Pop culture, Arts, Sports",RECORD OF THE YEAR GRAMMYS,,"For 1968: This duo's ""Mrs. Robinson\""",Simon and Garfunkel,2023-01-06
2,1200,0,"Pop culture, Arts, Sports",RECORD OF THE YEAR GRAMMYS,,"For 1984: This ""questionable"" track by Tina Turner","\""What's Love Got To Do With It\""",2023-01-06
2,1600,0,"Pop culture, Arts, Sports",RECORD OF THE YEAR GRAMMYS,,"Back to back in the 1970s: Her ""The First Time Ever I Saw Your Face"" & ""Killing Me Softly With His Song\""",Roberta Flack,2023-01-06
2,2000,0,"Pop culture, Arts, Sports",RECORD OF THE YEAR GRAMMYS,,"For 2021: ""Leave The Door Open"" by this duo (Anderson .Paak & Bruno Mars)",Silk Sonic,2023-01-06
2,400,0,"Language Arts, Literature, Phrases",ADD A SYLLABLE,,To a verb meaning to go in to get this verb meaning to provide amusement,entertain,2023-01-06
2,800,0,"Language Arts, Literature, Phrases",ADD A SYLLABLE,,"To a piece of nighttime furniture to get this, what a journalist does when sticking with a military unit",embed,2023-01-06
2,1200,0,"Language Arts, Literature, Phrases",ADD A SYLLABLE,,To a pipe or tube to get this verb meaning to give musical direction,conduct,2023-01-06
2,1600,0,"Language Arts, Literature, Phrases",ADD A SYLLABLE,,To a synonym for befitting or correct to get this synonym for a possession,property,2023-01-06
2,2000,0,"Language Arts, Literature, Phrases",ADD A SYLLABLE,,To a word for sensitivity around another person & get this word meaning whole & untouched,intact,2023-01-06
2,400,0,"History, Culture, Geography, Politics",WORKERS OF THE WORLD,,The Tolpuddle Martyrs were 6 British farm workers who were sent far away to this land in 1834 for trying to start a union,Australia,2023-01-06
2,800,0,"History, Culture, Geography, Politics",WORKERS OF THE WORLD,,"Job of Alexei Stakhanov, such a model for Soviet workers that a city & a word meaning ""hard worker"" bear his name",a (coal) miner,2023-01-06
2,1200,0,"History, Culture, Geography, Politics",WORKERS OF THE WORLD,,"Samuel Gompers helped develop this type of contract bargaining, negotiations by unions on behalf of the workers",collective bargaining,2023-01-06
2,1600,0,"History, Culture, Geography, Politics",WORKERS OF THE WORLD,,"Labor organizer & presidential nominee Eugene V. Debs was known for his pamphlet ""Unionism and"" this other ""-ism\""",Socialism,2023-01-06
2,2000,0,"History, Culture, Geography, Politics",WORKERS OF THE WORLD,,"The Norris-La Guardia Act of 1932 outlawed this ""canine"" contract in which an employee agrees not to join a union",yellow dog contracts,2023-01-06
2,400,0,"Language Arts, Literature, Phrases","YOU, KNIGHT",,"In a William Steig tale, a knight says to this title ogre, ""Magician's mercury, plumber's lead, I smite your stupid, scabby head\""",Shrek,2023-01-06
2,800,0,"History, Culture, Geography, Politics","YOU, KNIGHT",,"This man who got a Sir on his name when he was made a baronet in 1820 wrote tales of knights like ""Ivanhoe\""",(Walter) Scott,2023-01-06
2,1200,5600,"Language Arts, Literature, Phrases","YOU, KNIGHT",,"Part of a larger work, ""The Knight's Tale"" by this author begins, ""Whilom, as olde stories tellen us\""",Chaucer,2023-01-06
2,1600,0,"Language Arts, Literature, Phrases","YOU, KNIGHT",,"When a green-skinned party crasher on a green horse ruins Christmas at Camelot, this nephew of Arthur isn't having it",Gawain,2023-01-06
2,2000,0,"Language Arts, Literature, Phrases","YOU, KNIGHT",,"A giant swan dominates the ballet ""Bacchanale"", in which a king transforms into this Wagner title knight",Lohengrin,2023-01-06
3,0,0,"History, Culture, Geography, Politics",HISTORIC PEOPLE,,"After a 1789 event, he wrote, ""My first determination was to seek a supply of... water at Tofoa, & afterwards to sail for Tongataboo\""",(Captain) Bligh,2023-01-06
1,200,0,"Math, Science, Health",SPECIES IN PERIL,,"Called a living fossil, the endangered Amami rabbit is found only on two small islands in this country's Ryukyu archipelago",Japan,2023-01-09
1,400,0,"Math, Science, Health",SPECIES IN PERIL,,"The Fernandina giant this land reptile, native only to one Galapagos island, seems to be down in single digits in population",tortoise,2023-01-09
1,600,0,"Math, Science, Health",SPECIES IN PERIL,,The tongue of this largest mammal can weigh as much as an elephant; its heart can weigh as much as a car,a blue whale,2023-01-09
1,800,0,"Math, Science, Health",SPECIES IN PERIL,,"A 2018 survey found more than 1,000 mountain these in the DRC, Rwanda & Uganda—they're increasing but still endangered",gorillas,2023-01-09
1,1000,0,"Math, Science, Health",SPECIES IN PERIL,,"The population of Diceros bicornis, the black this, has rebounded to more than 5,000, but it's still critically endangered",a rhinoceros,2023-01-09
1,200,0,"Pop culture, Arts, Sports",THEIR MAIN MUSICAL INSTRUMENT,,John Legend,the piano,2023-01-09
1,400,0,"Pop culture, Arts, Sports",THEIR MAIN MUSICAL INSTRUMENT,,Flea & the late John Entwistle,the bass,2023-01-09
1,600,0,"Pop culture, Arts, Sports",THEIR MAIN MUSICAL INSTRUMENT,,Lizzo,the flute,2023-01-09
1,800,0,"Pop culture, Arts, Sports",THEIR MAIN MUSICAL INSTRUMENT,,Bluegrass legend Alison Krauss,violin (fiddle),2023-01-09
1,1000,0,"Pop culture, Arts, Sports",THEIR MAIN MUSICAL INSTRUMENT,,"\""Weird Al"" Yankovic",the accordion,2023-01-09
1,200,0,"History, Culture, Geography, Politics","RUNS ""HOT"" & ""COLD\""",,It ended with the Berlin Wall coming down & the Soviet Union breaking apart,the Cold War,2023-01-09
1,400,0,"Math, Science, Health","RUNS ""HOT"" & ""COLD\""",,"Ectothermic means this, a term describing animals like snakes & fish & some murderers",cold-blooded,2023-01-09
1,600,0,"Pop culture, Arts, Sports","RUNS ""HOT"" & ""COLD\""",,They were the Daisy Dukes of the mid-1970s & a big fad,hot pants,2023-01-09
1,800,0,"Pop culture, Arts, Sports","RUNS ""HOT"" & ""COLD\""",,"Frequently free, it's a place in public where you can connect to Wi-Fi & access the Internet",a hot spot,2023-01-09
1,1000,0,"Pop culture, Arts, Sports","RUNS ""HOT"" & ""COLD\""",,"Named for a hotel, an iconic open-faced turkey sandwich with Mornay sauce & bacon is called a Kentucky or Louisville this",a hot brown,2023-01-09
1,200,0,"Math, Science, Health",LAUNDRY DAY,,The sodium hypochlorite type of this disinfects as well as whitens but needs to be diluted before using,bleach,2023-01-09
1,400,0,Miscellaneous,LAUNDRY DAY,,Thousands of home fires a year could be prevented by cleaning out this mesh item after each dryer load,a lint catcher (the lint trap),2023-01-09
1,600,0,Miscellaneous,LAUNDRY DAY,,"Backpacking tip: sinks are everywhere but dryers can be tough to find, so bring a rope & you'll have one of these",a clothesline,2023-01-09
1,800,0,"Pop culture, Arts, Sports",LAUNDRY DAY,,"Concerns of the 1950s included segregation, fear of nuclear war & itchy, stiff clothes; in 1961 this brand came out to address one",Downy (fabric softener),2023-01-09
1,1000,0,Miscellaneous,LAUNDRY DAY,,"On a label, the bucket with one line under it means this alliterative setting for clothes that don't need ironing",permanent press,2023-01-09
1,200,0,"History, Culture, Geography, Politics",WHITES & COLORS,,There are 2 symbols on this state's blue flag: a white crescent & a white palmetto tree,South Carolina,2023-01-09
1,400,0,"History, Culture, Geography, Politics",WHITES & COLORS,,Here's the flag of this British territory; the castle & the key symbolize its strategic importance,Gibraltar,2023-01-09
